company_id
49063
92335
2319
30246
14700
50541
249853
14542
790459
14700
14730
14544
7
484157
14696
77775
293
79624
22115
20481
68020
384858
2323
1111
223259
255888
381553
41748
14772
2828
14540
14756
14709
23538
25655
24082
39558
25750
28833
30314
39446
30233
32333
41810
80202
45908
59259
61416
69843
105537
105419
107473
128819
121028
268062
148383
170128
261943
264775
134752
166947
284621
573855
304187
324877
467154
548134
304617
305680
349837
517831
547743
793144
593836
617767
730665
759046
843063
796803
842267
511680
